,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Brand,Model_Only,Car Age
2814,92100,Petrol,Manual,1,8.33,Maruti,Ertiga,1
2815,71620,Petrol,Manual,1,2.3,Maruti,Wagon R 1.0,10
2816,18140,Petrol,Manual,1,4.28,Tata,Tiago,4
2817,80830,Diesel,Manual,2,4.5,Maruti,Swift,8
2818,120000,Diesel,Manual,3,3.17,Maruti,Swift Dzire,10
2819,51530,Petrol,Manual,2,1.16,Maruti,Wagon R 1.0,15
2820,190000,Diesel,Manual,3,3.33,Ford,Ecosport,8
2821,25160,Petrol,Manual,1,6.5,Tata,TIGOR,3
2822,100000,Petrol,Manual,2,2.0,Datsun,Go Plus,7
2823,100000,Petrol,Auto,6,1.25,Toyota,Camry,17
2824,110000,Diesel,Manual,3,2.84,Volkswagen,Jetta,11
2825,86880,Petrol,Manual,2,2.0,Maruti,Wagon R 1.0,11
2826,300000,Diesel,Manual,2,3.18,Honda,City,11
2827,869999,Petrol,Manual,2,0.57,Maruti,Omni,14
2828,72780,Diesel,Manual,4,1.6,Renault,Duster,13
2829,100000,Petrol,Manual,1,3.11,Hyundai,Grand i10,11
2830,45200,Petrol,Auto,1,13.82,Hyundai,Verna,2
2831,300000,Diesel,Manual,1,4.79,Toyota,Etios,8
2832,97310,Petrol,Manual,1,4.5,Tata,NEXON,7
2833,140000,Diesel,Manual,1,3.63,Ford,Figo Aspire,7
2834,70580,Diesel,Manual,3,5.09,Ford,Ecosport,7
2835,160000,Diesel,Auto,1,10.5,Tata,Harrier,5
2836,85040,Diesel,Auto,2,15.0,KIA,SELTOS,3
2837,170000,Diesel,Auto,2,25.47,Ford,Endeavour,4
2838,150000,Diesel,Manual,1,6.24,Toyota,Innova,11
2839,150000,Diesel,Manual,2,5.78,Mahindra,MARAZZO,7
2840,71860,Petrol,Auto,2,11.0,Jeep,Compass,5
2841,58160,Petrol,Manual,2,0.64,Maruti,Alto,15
2842,64050,Petrol,Manual,1,1.48,Renault,Kwid,8
2843,140000,Petrol,Manual,1,1.19,Maruti,Alto K10,14
2844,100000,Diesel,Manual,2,3.74,Maruti,Ciaz,9
2845,180000,Petrol,Manual,2,1.31,Hyundai,Eon,11
2846,700000,Diesel,Auto,2,5.0,Hyundai,Verna,7
2847,93010,Petrol,Manual,1,1.87,Maruti,Alto 800,11
2848,93330,Petrol,Manual,3,1.4,Hyundai,i10,13
2849,210000,Diesel,Manual,4,3.1,Hyundai,Elite i20,10
2850,130000,Diesel,Manual,3,1.55,Renault,Duster,12
2851,79210,Petrol,Manual,1,2.24,Renault,Kwid,9
2852,120000,Petrol,Manual,2,2.49,Tata,Tiago,8
2853,54960,Petrol,Manual,1,1.38,Datsun,Redi Go,8
2854,250000,Diesel,Manual,3,1.82,Toyota,Innova,16
2855,140000,Petrol,Manual,2,1.23,Hyundai,i10,13
2856,87110,Petrol,Manual,2,0.89,Hyundai,Accent,14
2857,240000,Petrol,Manual,3,0.65,Maruti,Wagon R,16
2858,170000,Petrol,Manual,2,1.74,Hyundai,Grand i10,12
2859,130000,Petrol,Manual,1,1.16,Maruti,Swift Dzire,15
2860,43990,Petrol,Manual,1,1.95,Maruti,Wagon R 1.0,12
2861,100000,Diesel,Manual,2,6.79,Mahindra,Bolero,4
2862,81940,Petrol,Auto,1,1.62,Renault,Kwid,9
2863,130000,Petrol,Manual,2,2.5,Maruti,Wagon R 1.0,10
2864,72770,Diesel,Manual,1,2.9,Hyundai,Grand i10,8
2865,130000,Diesel,Manual,4,1.8,Hyundai,Verna,12
2866,92380,Diesel,Manual,2,1.89,Hyundai,i20,12
2867,130000,Diesel,Manual,1,1.83,Renault,Pulse,12
2868,140000,Petrol,Manual,4,0.55,Hyundai,Accent,15
2869,110000,Petrol,Manual,4,2.19,Maruti,Swift,13
2870,69540,Petrol,Manual,3,3.0,Hyundai,Grand i10,10
2871,150000,Petrol,Manual,1,3.83,Hyundai,Grand i10,9
2872,61270,Petrol,Manual,3,0.71,Maruti,Alto,15
2873,69000,Petrol,Manual,3,0.99,Hyundai,Santro Xing,14
2874,270000,Petrol,Manual,1,1.72,Hyundai,Accent,12
2875,53950,Petrol,Manual,3,2.3,Hyundai,i10,9
2876,28500,Petrol,Manual,1,6.61,Tata,NEXON,4
2877,89110,Petrol,Manual,1,6.66,Hyundai,AURA,3
2878,160000,Petrol,Manual,1,0.94,Maruti,Wagon R,15
2879,170000,Petrol,Manual,1,1.1,Chevrolet,Beat,11
2880,110000,Petrol,Manual,3,1.4,Hyundai,i10,11
2881,120000,Petrol,Manual,1,3.95,Maruti,Baleno,8
2882,22140,Petrol,Manual,1,5.07,Maruti,Celerio,3
2883,98090,Petrol,Manual,3,0.78,Skoda,Fabia,15
2884,140000,Petrol,Manual,2,1.0,Nissan,Sunny,14
2885,97410,Petrol,Manual,3,1.0,Hyundai,i10,14
2886,88290,Petrol,Manual,1,3.81,Maruti,Swift,7
2887,60920,Petrol,Manual,2,0.92,Maruti,Alto,15
2888,120000,Petrol,Manual,1,0.98,Hyundai,Eon,13
2889,83920,Petrol,Manual,2,0.78,Nissan,Micra,14
2890,150000,Petrol,Manual,2,1.15,Maruti,Zen Estilo,12
2891,200000,Petrol,Manual,2,1.3,Hyundai,Accent,13
2892,130000,Diesel,Auto,4,1.69,Ssangyong,Rexton,12
2893,59430,Diesel,Manual,1,6.4,Renault,Duster,6
2894,21580,Petrol,Manual,1,7.5,MG,ASTOR,3
2895,39370,Petrol,Manual,1,8.8,Hyundai,Creta,4
2896,210000,Petrol,Manual,1,2.67,Hyundai,i20,12
2897,120000,Diesel,Manual,1,3.98,Maruti,Swift Dzire,10
2898,850000,Diesel,Manual,2,7.75,Hyundai,Verna,6
2899,130000,Diesel,Manual,2,3.5,Mahindra,XUV500,11
2900,47420,Diesel,Auto,1,14.0,Mahindra,Thar,3
2901,120000,Diesel,Manual,2,4.4,Tata,NEXON,8
2902,140000,Diesel,Manual,1,0.7,Tata,Indigo ECS,13
2903,69510,Diesel,Manual,1,7.1,Hyundai,Creta,7
2904,140000,Petrol,Manual,2,2.0,Maruti,Wagon R Stingray,12
2905,48310,Diesel,Manual,1,14.6,Mahindra,XUV700,1
2906,27420,Petrol,Manual,1,2.5,Maruti,Alto 800,9
2907,170000,Diesel,Auto,3,10.12,Ford,Endeavour,9
2908,130000,Diesel,Manual,1,6.82,Jeep,Compass,8
2909,51810,Petrol,Auto,2,7.59,Tata,NEXON,5
2910,72040,Petrol,Manual,1,4.25,Hyundai,Grand i10,7
2911,190000,Diesel,Manual,1,2.68,Renault,Lodgy,10
2912,9550,Hybrid,Auto,1,40.12,Toyota,Camry,2
2913,130000,Diesel,Auto,3,11.01,Mercedes,Benz CLA Class,8
2914,87270,Petrol,Manual,2,2.8,Maruti,Celerio,10
2915,75000,Diesel,Manual,2,6.17,Honda,City,8
2916,71370,Petrol,Manual,1,4.24,Hyundai,Grand i10,7
2917,44990,Petrol,Auto,2,8.25,Maruti,XL6,5
2918,30560,Diesel,Manual,1,7.5,Honda,WR-V,8
2919,48050,Petrol,Auto,2,8.75,MG,HECTOR,6
2920,110000,Diesel,Manual,1,5.23,Maruti,Ciaz,7
2921,120000,Diesel,Manual,2,3.66,Mahindra,XUV500,12
2922,15350,Petrol,Manual,1,7.44,Mahindra,XUV300,2
2923,130000,Diesel,Manual,1,5.3,Honda,WR-V,8
2924,62340,Diesel,Manual,1,7.0,Ford,Ecosport,5
2925,81520,Petrol,Auto,1,6.73,Honda,City,7
2926,150000,Diesel,Manual,2,5.38,Honda,WR-V,7
2927,45160,Petrol,Manual,1,5.0,Tata,TIAGO NRG,3
2928,100000,Petrol,Manual,1,3.36,Maruti,Wagon R 1.0,7
2929,13060,Petrol,Auto,1,13.05,Toyota,RUMION,1
2930,95540,Diesel,Manual,1,12.0,Tata,Safari,3
2931,35600,Petrol,Manual,2,4.91,Tata,Tiago,2
2932,21710,Petrol,Manual,2,7.5,Mahindra,XUV300,3
2933,100000,Petrol,Manual,1,6.99,Honda,WR-V,5
2934,50690,Diesel,Manual,1,11.5,Mahindra,Thar,2
2935,8830,Petrol,Manual,1,13.0,Skoda,SLAVIA,1
2936,110000,Diesel,Manual,2,5.19,Toyota,Innova,13
2937,88380,Diesel,Auto,1,20.0,Ford,Endeavour,6
2938,35000,Diesel,Manual,1,19.5,Toyota,Innova Crysta,2
2939,79220,Diesel,Auto,2,13.0,BMW,3 Series,9
2940,180000,Diesel,Auto,2,6.5,Tata,Hexa,7
2941,68540,Diesel,Auto,2,17.7,BMW,X1,7
2942,110000,Diesel,Auto,2,7.22,BMW,X3,12
2943,120000,Diesel,Manual,1,4.84,Renault,Captur,8
2944,83000,Diesel,Auto,1,16.5,Tata,Harrier,2
2945,140000,Diesel,Auto,2,3.85,Ford,Endeavour,14
2946,67000,Diesel,Auto,2,13.7,Jeep,Compass,5
2947,76520,Petrol,Manual,1,4.17,Ford,New Figo,6
2948,68100,Diesel,Auto,2,11.31,BMW,5 Series,10
2949,96270,Petrol,Manual,1,9.29,Volkswagen,TAIGUN,3
2950,40630,Electric,Auto,1,11.09,Tata,NEXON EV,3
2951,110000,Diesel,Auto,2,12.28,Volvo,S60,9
2952,72270,Petrol,Manual,1,1.5,Maruti,Wagon R 1.0,7
2953,45010,Petrol,Manual,1,4.5,Tata,ALTROZ,4
2954,59780,Petrol,Manual,2,2.58,Mahindra,KUV 100 NXT,8
2955,100000,Diesel,Manual,2,5.36,Maruti,Vitara Brezza,8
2956,46760,Petrol,Manual,1,1.3,Maruti,A Star,15
2957,38110,Petrol,Manual,1,6.27,Volkswagen,Ameo,9
2958,41670,Petrol,Auto,2,4.37,Tata,Tiago,8
2959,64180,Petrol,Auto,1,3.5,Maruti,Celerio,7
2960,15650,Petrol,Auto,2,12.5,Mahindra,Thar,4
2961,35120,Diesel,Manual,1,21.35,Tata,Harrier,3
2962,21520,Diesel,Manual,1,16.5,MG,HECTOR,4
2963,11600,Petrol,Auto,1,24.61,Hyundai,ALCAZAR,2
2964,73220,Petrol,Manual,2,6.16,Hyundai,AURA,3
2965,60250,Petrol,Manual,1,5.3,Maruti,Baleno,7
2966,69760,Petrol,Manual,2,1.3,Maruti,Alto 800,12
2967,50290,Petrol,Manual,1,3.0,Tata,Tiago,7
2968,89960,Petrol,Manual,1,2.66,Toyota,Etios,12
2969,180000,Petrol,Manual,1,3.8,Hyundai,Grand i10,12
2970,120000,Petrol,Manual,1,1.4,Maruti,Zen Estilo,15
2971,110000,Petrol,Manual,1,2.9,Tata,Tiago,8
2972,80750,Petrol,Manual,2,1.9,Hyundai,Eon,11
2973,84440,Petrol,Manual,1,1.3,Hyundai,Santro Xing,15
2974,120000,Petrol,Manual,5,2.7,Maruti,Swift,12
2975,120000,Diesel,Manual,4,2.16,Tata,Safari,14
2976,100000,Diesel,Manual,4,1.43,Ford,Figo,13
2977,30280,Petrol,Auto,1,13.36,Maruti,Grand Vitara,2
2978,140000,Diesel,Manual,1,5.22,Tata,TIGOR,8
2979,110000,Diesel,Manual,2,5.07,Honda,City,11
2980,260000,Diesel,Manual,1,1.8,Hyundai,i20,15
2981,13120,Petrol,Manual,2,0.79,Maruti,Wagon R Duo,15
2982,55520,Petrol,Manual,1,2.8,Honda,Amaze,12
2983,170000,Diesel,Manual,1,3.7,Renault,Duster,10
2984,160000,Diesel,Manual,1,2.2,Hyundai,i20,12
2985,229999,Diesel,Manual,1,4.5,Honda,Jazz,9
2986,150000,Diesel,Manual,1,2.25,Skoda,Rapid,12
2987,97660,Petrol,Manual,1,3.5,Maruti,Swift,13
2988,77030,Petrol,Manual,2,1.45,Ford,Figo,13
2989,66790,Petrol,Auto,3,2.0,Mercedes,Benz C Class,18
2990,64910,Petrol,Manual,2,2.25,Ford,Figo Aspire,10
2991,68210,Petrol,Manual,1,6.12,Tata,ALTROZ,5
2992,100000,Petrol,Manual,1,2.8,Maruti,Swift Dzire,14
2993,869999,Petrol,Auto,3,3.0,Volkswagen,Polo,11
2994,130000,Petrol,Auto,3,1.5,Honda,Accord,17
2995,47460,Petrol,Manual,1,1.6,Maruti,Wagon R 1.0,14
2996,85730,Petrol,Manual,1,2.26,Hyundai,i20,14
2997,110000,Petrol,Auto,2,1.2,Renault,Scala,12
2998,34360,Petrol,Manual,1,2.63,Hyundai,i20,12
2999,110000,Petrol,Auto,1,4.0,Honda,City,10
3000,33000,Petrol,Auto,1,15.5,Mahindra,Thar,3
3001,110000,Diesel,Manual,4,1.65,Ford,Figo,12
3002,77250,Diesel,Manual,1,2.24,Mahindra,Xylo,13
3003,140000,Diesel,Manual,1,1.1,Ford,Figo,13
3004,130000,Petrol,Manual,2,2.5,Honda,City,11
3005,29770,Petrol,Manual,1,5.36,Renault,Kiger,4
3006,120000,Petrol,Manual,2,5.76,Honda,City,10
3007,160000,Diesel,Manual,3,0.9,Tata,Manza,14
3008,180000,Diesel,Manual,1,4.5,Renault,Duster,10
3009,83320,Petrol,Auto,3,2.52,Maruti,Celerio,11
3010,120000,Petrol,Manual,1,4.65,Volkswagen,Polo,11
3011,150000,Petrol,Manual,1,1.3,Ford,Figo,14
3012,130000,Petrol,Manual,4,2.25,Ford,Ecosport,12
3013,31430,Petrol,Manual,2,2.7,Mahindra,Kuv100,8
3014,160000,Petrol,Manual,1,4.0,Honda,City,10
3015,110000,Petrol,Manual,2,4.2,Hyundai,Elite i20,9
3016,110000,Petrol,Manual,2,3.5,Tata,Tiago,6
3017,170000,Diesel,Manual,3,4.6,Renault,Duster,10
3018,52200,Diesel,Manual,1,3.55,Nissan,Terrano,10
3019,72910,Petrol,Manual,2,1.0,Hyundai,i10,14
3020,30900,Petrol,Manual,2,1.8,Maruti,Alto 800,12
3021,25020,Petrol,Manual,3,5.0,Nissan,MAGNITE,4
3022,140000,Diesel,Manual,1,1.35,Nissan,Sunny,13
3023,110000,Petrol,Manual,2,3.15,Hyundai,Verna,11
3024,88030,Petrol,Manual,1,3.52,Nissan,Sunny,14
3025,43300,Petrol,Manual,3,2.3,Hyundai,Eon,9
3026,88650,Petrol,Manual,2,0.79,Hyundai,Verna,18
3027,120000,Petrol,Manual,1,3.21,Maruti,Wagon R 1.0,11
3028,40800,Petrol,Manual,1,7.5,Hyundai,Verna,7
3029,89730,Petrol,Manual,2,2.0,Honda,Brio,12
3030,130000,Diesel,Manual,1,3.7,Maruti,Swift,12
3031,36070,Petrol,Manual,1,2.82,Renault,Kwid,6
3032,229999,Diesel,Manual,2,4.0,Ford,Ecosport,8
3033,73350,Petrol,Manual,2,6.0,Tata,NEXON,5
3034,16250,Petrol,Manual,1,4.5,Renault,TRIBER,6
3035,120000,Petrol,Manual,1,2.64,Maruti,Alto K10,9
3036,76310,Petrol,Manual,1,3.33,Maruti,Celerio,8
3037,95520,Petrol,Manual,1,1.18,Chevrolet,Beat,15
3038,160000,Petrol,Auto,1,3.75,Skoda,Rapid,9
3039,94280,Petrol,Manual,3,7.0,Hyundai,Verna,7
3040,120000,Petrol,Manual,4,2.8,Hyundai,Verna,12
3041,180000,Petrol,Manual,1,2.0,Maruti,Wagon R 1.0,13
3042,92570,Petrol,Manual,1,3.5,Hyundai,Grand i10,12
3043,74180,Petrol,Manual,1,4.83,Hyundai,Elite i20,6
3044,120000,Petrol,Manual,1,5.0,Skoda,Rapid,7
3045,120000,Petrol,Manual,2,3.5,Maruti,Swift,9
3046,57700,Petrol,Manual,1,4.0,Hyundai,Xcent,10
3047,160000,Diesel,Manual,1,2.2,Maruti,Swift Dzire,14
3048,11110,Petrol,Manual,1,4.0,Ford,Ecosport,9
3049,71520,Petrol,Manual,1,3.5,Maruti,Swift,10
3050,44190,Petrol,Manual,1,5.5,Hyundai,Elite i20,7
3051,130000,Petrol,Auto,3,3.5,Honda,Jazz,9
3052,160000,Diesel,Manual,1,6.5,Maruti,Vitara Brezza,9
3053,60000,Petrol,Auto,1,4.5,Maruti,IGNIS,7
3054,220000,Diesel,Manual,1,2.25,Toyota,Etios,14
3055,280000,Petrol,Manual,1,1.55,Maruti,Wagon R 1.0,13
3056,130000,Diesel,Manual,1,4.08,Hyundai,Elite i20,10
3057,14510,Petrol,Manual,1,5.5,Hyundai,GRAND I10 NIOS,5
3058,120000,Petrol,Auto,2,4.23,Maruti,IGNIS,7
3059,120000,Diesel,Manual,2,1.2,Mahindra,Scorpio,13
3060,94510,Petrol,Manual,2,2.12,Maruti,Wagon R 1.0,14
3061,23600,Petrol,Manual,3,2.37,Hyundai,Verna,14
3062,26970,Petrol,Manual,1,6.0,Tata,ALTROZ,3
3063,69830,Petrol,Auto,1,14.33,MG,ASTOR,3
3064,43420,Petrol,Manual,1,3.0,Honda,Jazz,9
3065,94660,Petrol,Manual,1,6.0,Hyundai,VENUE,5
3066,110000,Petrol,Manual,3,2.5,Hyundai,Verna,13
3067,130000,Diesel,Manual,4,2.5,Hyundai,Xcent,11
3068,160000,Petrol,Manual,1,3.3,Maruti,Wagon R 1.0,8
3069,170000,Diesel,Manual,2,4.5,Renault,Duster,10
3070,51690,Petrol,Manual,3,5.0,Maruti,Dzire,6
3071,84480,Petrol,Manual,1,4.5,Volkswagen,Polo,9
3072,78290,Petrol,Manual,1,6.3,Honda,BR-V,7
3073,110000,Petrol,Manual,2,4.0,Renault,Duster,8
3074,9410,Petrol,Manual,1,8.0,Tata,PUNCH,1
3075,70380,Petrol,Manual,1,5.1,Maruti,Dzire,7
3076,180000,Diesel,Manual,2,2.7,Mahindra,Scorpio,14
3077,44430,Petrol,Manual,1,5.5,Ford,FREESTYLE,4
3078,90780,Diesel,Manual,1,9.0,Hyundai,Creta,7
3079,66470,Petrol,Manual,1,6.5,Maruti,Swift,3
3080,210000,Petrol,Manual,1,5.3,Honda,City,7
3081,11960,Petrol,Manual,1,10.23,MG,ASTOR,1
3082,79160,Diesel,Manual,1,6.3,Maruti,Baleno,7
3083,92100,Petrol,Manual,2,1.88,Ford,Figo,10
3084,66910,Diesel,Manual,1,13.58,Tata,Harrier,4
3085,110000,Petrol,Manual,1,4.6,Maruti,Baleno,9
3086,14710,Petrol,Auto,1,5.6,Renault,Kwid,2
3087,30440,Petrol,Auto,1,6.75,Hyundai,GRAND I10 NIOS,3
3088,17400,Petrol,Auto,1,7.76,Maruti,Baleno,2
3089,130000,Diesel,Manual,2,4.0,Maruti,Swift Dzire,13
3090,53760,Petrol,Manual,1,5.92,Maruti,Baleno,8
3091,71960,Petrol,Manual,2,2.93,Hyundai,Verna,13
3092,26320,Petrol,Manual,1,3.41,Toyota,Etios,12
3093,63470,Petrol,Manual,1,6.9,Tata,NEXON,7
3094,22440,Petrol,Manual,1,5.27,Hyundai,Grand i10,7
3095,24620,Petrol,Manual,1,8.89,Maruti,Baleno,2
3096,38640,Petrol,Auto,1,16.0,Mahindra,Thar,2
3097,120000,Petrol,Manual,1,5.8,Honda,Amaze,6
3098,130000,Diesel,Manual,3,4.2,Maruti,Ertiga,11
3099,110000,Petrol,Auto,3,4.0,Tata,TIGOR,6
3100,160000,Diesel,Manual,2,3.1,Maruti,Swift Dzire,13
3101,15940,Petrol,Manual,1,3.45,Renault,Kwid,4
3102,63820,Petrol,Manual,2,3.15,Toyota,Etios Liva,8
3103,42770,Petrol,Auto,1,3.17,Maruti,Alto K10,10
3104,45620,Petrol,Manual,1,11.5,Mahindra,Thar,3
3105,84700,Diesel,Manual,1,3.15,Tata,Tiago,9
3106,110000,Petrol,Auto,1,5.5,Toyota,YARIS,7
3107,477,Petrol,Manual,1,9.95,Tata,NEXON,2
3108,110000,Petrol,Manual,2,5.2,Maruti,Ciaz,7
3109,120000,Diesel,Auto,5,4.67,BMW,X1,14
3110,45780,Diesel,Manual,1,11.5,Jeep,Compass,6
3111,130000,Petrol,Manual,2,3.99,Maruti,Ertiga,11
3112,48970,Diesel,Manual,1,24.0,Toyota,Innova Crysta,2
3113,665,Diesel,Auto,1,17.37,Tata,NEXON,1
3114,44620,Petrol,Manual,1,4.5,Ford,Ecosport,8
3115,66870,Petrol,Manual,2,6.2,Hyundai,Creta,9
3116,95270,Diesel,Manual,1,3.2,Honda,Amaze,11
3117,87460,Petrol,Auto,1,4.2,Honda,Jazz,9
3118,130000,Diesel,Manual,3,8.23,Maruti,Dzire,7
3119,39600,Petrol,Manual,3,3.27,Hyundai,Verna,12
3120,130000,Diesel,Manual,2,5.89,Ford,Ecosport,10
3121,190000,Petrol,Manual,1,3.66,Maruti,Ritz,11
3122,130000,Diesel,Manual,1,3.1,Renault,Duster,10
3123,57590,Petrol,Manual,2,4.25,Maruti,Wagon R 1.0,8
3124,66380,Petrol,Auto,2,3.0,Nissan,Teana,14
3125,70040,Petrol,Manual,1,4.5,Hyundai,Grand i10,8
3126,250000,Diesel,Manual,1,2.99,Mahindra,XUV500,13
3127,17930,Petrol,Auto,1,7.5,Hyundai,GRAND I10 NIOS,1
3128,92630,Petrol,Manual,1,4.1,Hyundai,Grand i10,7
3129,13110,Petrol,Auto,1,16.23,KIA,SONET,1
3130,23780,Petrol,Auto,1,8.0,Nissan,MAGNITE,3
3131,38760,Diesel,Auto,1,24.24,Toyota,Innova Crysta,3
3132,91240,Petrol,Manual,1,4.0,Hyundai,Verna,12
3133,140000,Petrol,Auto,1,7.25,Hyundai,VENUE,6
3134,140000,Diesel,Manual,1,3.01,Renault,Duster,10
3135,43220,Petrol,Manual,2,6.37,Maruti,Ertiga,7
3136,220000,Diesel,Manual,4,3.5,Toyota,Innova,15
3137,51930,Petrol,Manual,2,5.5,Maruti,Baleno,6
3138,17080,Petrol,Manual,1,4.5,Maruti,IGNIS,5
3139,180000,Diesel,Manual,1,4.2,Renault,Lodgy,8
3140,23330,Petrol,Manual,1,8.12,Honda,WR-V,4
3141,66350,Petrol,Manual,1,3.0,Mahindra,Kuv100,9
3142,44750,Petrol,Auto,2,25.5,Volkswagen,TIGUAN,3
3143,18830,Petrol,Manual,2,8.3,Hyundai,VENUE,3
3144,33430,Petrol,Auto,1,11.5,MG,HECTOR,5
3145,96760,Diesel,Manual,2,4.5,Mahindra,XUV500,13
3146,160000,Diesel,Manual,1,3.0,Mahindra,XUV500,13
3147,12780,Petrol,Auto,1,10.0,Nissan,MAGNITE,3
3148,19440,Petrol,Manual,1,7.64,Maruti,Baleno,1
3149,78970,Petrol,Manual,1,9.0,Hyundai,Creta,5
3150,92440,Petrol,Manual,1,5.5,Ford,Ecosport,7
3151,44310,Petrol,Manual,1,7.4,Tata,ALTROZ,3
3152,160000,Diesel,Manual,1,6.9,Mahindra,XUV300,6
3153,110000,Diesel,Manual,1,8.5,Tata,Harrier,6
3154,74390,Petrol,Manual,2,11.5,Hyundai,Creta,5
3155,87380,Diesel,Auto,3,7.49,Mercedes,Benz E Class,14
3156,180000,Diesel,Manual,3,3.41,Skoda,Yeti,14
3157,51720,Petrol,Manual,1,4.2,Hyundai,Verna,11
3158,73170,Diesel,Manual,1,10.5,Mahindra,XUV300,3
3159,9800,Petrol,Manual,1,11.5,CITROEN,C3 AIRCROSS,2
3160,21450,Petrol,Manual,1,11.5,KIA,SONET,3
3161,110000,Petrol,Auto,4,12.2,MG,HECTOR,6
3162,130000,Diesel,Manual,4,6.0,Toyota,Innova,13
3163,190000,Diesel,Manual,1,6.5,Hyundai,Creta,10
3164,19800,Diesel,Manual,1,11.9,KIA,SONET,1
3165,130000,Diesel,Manual,2,12.0,Hyundai,Creta,5
3166,99000,Diesel,Manual,1,7.47,Toyota,Fortuner,15
3167,62380,Electric,Auto,1,14.5,Tata,NEXON EV,3
3168,42900,Diesel,Auto,2,15.0,BMW,X1,8
3169,92190,Petrol,Manual,1,3.44,Volkswagen,Polo,12
3170,30370,Petrol,Manual,2,8.0,Maruti,Vitara Brezza,4
3171,110000,Diesel,Manual,2,10.16,Mahindra,Scorpio,9
3172,64560,Petrol,Auto,1,7.8,Maruti,Baleno,3
3173,24000,Petrol,Manual,1,4.9,Maruti,Alto K10,2
3174,68620,Petrol,Manual,1,4.5,Maruti,Swift,10
3175,96240,Petrol,Manual,1,7.59,Maruti,Ertiga,8
3176,49640,Diesel,Manual,2,9.0,Mahindra,Thar,6
3177,60970,Petrol,Auto,2,24.0,BMW,X1,5
3178,100000,Diesel,Auto,2,14.14,Audi,Q5,9
3179,27020,Petrol,Manual,1,5.29,Maruti,Eeco,2
3180,43900,Diesel,Manual,1,11.5,KIA,SONET,3
3181,140000,Diesel,Auto,4,10.7,Audi,A3,11
3182,17150,Diesel,Auto,1,20.0,Tata,Harrier,3
3183,140000,Diesel,Auto,3,6.52,Audi,Q3,13
3184,33000,Petrol,Auto,1,14.0,Skoda,KUSHAQ,3
3185,290000,Diesel,Manual,2,5.8,Toyota,Innova,12
3186,65810,Petrol,Manual,1,9.5,Maruti,XL6,6
3187,20500,Diesel,Manual,1,19.0,KIA,SELTOS,2
3188,81520,Diesel,Manual,1,5.1,Mahindra,NUVOSPORT,8
3189,100000,Diesel,Manual,1,9.5,Maruti,S Cross,6
3190,86640,Diesel,Auto,4,13.4,Mercedes,Benz Ml Class,11
3191,140000,Diesel,Auto,2,9.68,Landrover,Freelander 2,11
3192,70180,Petrol,Auto,3,12.31,Mini,Cooper Countryman,12
3193,39270,Petrol,Auto,2,18.0,Skoda,Karoq,5
3194,11400,Electric,Auto,1,14.5,Tata,NEXON EV,1
3195,20120,Petrol,Auto,2,67.0,BMW,M340i,3
3196,65670,Electric,Auto,1,10.0,Tata,NEXON EV,3
3197,40260,Diesel,Auto,1,22.0,Jeep,Compass,4
3198,83660,Diesel,Auto,1,20.0,Tata,Safari,4
3199,43940,Petrol,Auto,2,33.0,Volvo,XC 40,3
3200,28030,Petrol,Auto,1,41.67,BMW,3 SERIES GRAN LIMOUSINE,4
3201,130000,Diesel,Auto,3,21.5,Ford,Endeavour,8
3202,95160,Hybrid,Auto,1,30.0,Toyota,Lexus,6
3203,150000,Diesel,Manual,3,19.0,Toyota,Innova Crysta,5
3204,70600,Petrol,Manual,2,4.09,Hyundai,Elite i20,9
3205,170000,Diesel,Manual,3,5.17,Maruti,Vitara Brezza,7
3206,110000,Petrol,Manual,1,1.64,Maruti,Wagon R 1.0,12
3207,28820,Petrol,Auto,1,4.55,Hyundai,Grand i10,7
3208,70670,Petrol,Manual,1,2.89,Maruti,Celerio,7
3209,78010,Petrol,Manual,2,1.17,Hyundai,Santro Xing,15
3210,190000,Diesel,Manual,3,2.84,Hyundai,Xcent,7
3211,229999,Diesel,Manual,1,2.66,Hyundai,Xcent,10
3212,110000,Diesel,Manual,3,1.16,Tata,Manza,13
3213,81720,Diesel,Manual,2,2.59,Hyundai,Grand i10,8
3214,120000,Diesel,Auto,3,6.4,Hyundai,Creta,7
3215,83340,Petrol,Manual,3,3.7,Tata,TIGOR,5
3216,64379,Petrol,Manual,2,5.5,Hyundai,Elite i20,5
3217,86490,Diesel,Manual,2,2.75,Honda,Mobilio,10
3218,100000,Petrol,Manual,4,0.94,Hyundai,i10,15
3219,240000,Petrol,Manual,4,0.84,Maruti,Alto,14
3220,210000,Petrol,Manual,1,3.96,Hyundai,Grand i10,7
3221,280000,Diesel,Manual,1,4.6,Maruti,Baleno,6
3222,31410,Petrol,Manual,1,12.0,Maruti,Ertiga,1
3223,120000,Petrol,Auto,2,4.28,Volkswagen,Vento,9
3224,120000,Petrol,Manual,1,3.79,Tata,Tiago,6
3225,130000,Petrol,Manual,2,3.09,Hyundai,NEW SANTRO,7
3226,130000,Petrol,Manual,3,2.46,Maruti,Wagon R 1.0,10
3227,24970,Petrol,Manual,1,4.92,Hyundai,GRAND I10 NIOS,5
3228,130000,Diesel,Manual,3,0.84,Ford,Figo,14
3229,81060,Petrol,Manual,2,1.75,Hyundai,i10,13
3230,96400,Petrol,Manual,2,3.14,Tata,Tiago,7
